questionType,question
open-ended,Can anyone tell me what's the minimum height of this hood? I have a very low ceiling and the height of the hood has to be less than 25 inches. Thanks
open-ended,"What is the different between this and the 36"" model (az-h508a-90)? the price is about $100."
open-ended,Which side is the electrical cord on (if you're looking at the back)?
open-ended,what is the baffle filter?
open-ended,got this and all we are getting is foam and flat beer.very disappointing went through several different sites to troubleshoot and nothing has worked.
open-ended,my filter # is 9999. the shown filter fits mine?
open-ended,where is this made?
open-ended,How often do you change the filters?
open-ended,how would yoy change the filter? it looks like you can!t get to it ?
open-ended,how long do I need to soak the heating element for before scrubbing with brush
open-ended,I have an old stove and cannot get parts for it. Do you think this receptacle and corresponding burner element could be made to fit any stove?
open-ended,Where does this plug from? right above then covered with the vent stack?
open-ended,Will this fit Whirlpool Duet W10270752A or SP? Thanks!
open-ended,WHAT SIDE FILTER FIT ?
open-ended,How do you use the timer? I have read the instructions several times but have yet to figure out out to adjust it...
open-ended,"How easy is it to thoroughly clean the inside of the water tank? Every humidifier I've every had became slimy and mildewy, and most of them had areas"
open-ended,How can I order replacement leds for this unit? One burned out on me. Thank you.
open-ended,"how much ice does it hold, and do i need to run a water line to it, thanks"
open-ended,"What triggers the ""Replace Filter"" indicator light, a meter or a timer? If it's a timer, isn't it likely that filters are often changed prematurely?"
open-ended,pair
open-ended,why does it just stop even when water tank is full
open-ended,what is the matching dryer to this washer?
open-ended,"There is no ice coming out of the door dispenser and I can't pull out the ice bin. It seems stuck, or is there a latch that I need to pull or press?"
open-ended,How are the TWO water lines removed from the defective valve? I couldn't remove the lines. Mine is passing water and not making ice. thanks
open-ended,"i already bought one element for my ge stove that did not quite fit. the ends that plug in were too wide. mine get narrower, what does this one do?"
open-ended,How Many gallon is this tank 10?
open-ended,"Is the dimension exactly 29.5"" and 23.6""? Do you have an installation manual online?"
open-ended,"Please i need to know if this device can be used in 99.9 humid enviroments, my greenhouse go that high."
open-ended,"How do you find the noise level on low, med, high?"
open-ended,Any issues with using this to exhaust a bathroom fan?
open-ended,is this wb30t10045 rated at 2000 or 2100 watts
open-ended,Do these filters go in the bottom grill or in the refrigerator? We have a side by side.
open-ended,What is the decibel level of the noisy fan? You can measure it if you have an iPhone. There is a free app that has a decibel meter.
open-ended,If I have a dishwasher already will this one hook up the same way?
open-ended,How long are the hoses?
open-ended,Do I need separate filters for my kitchen sink water and my ice maker line or will one filter both?
open-ended,Does anyone know where I can buy these now? I cannot find them online for any reasonable price.
open-ended,while washing does the machine make load noises
open-ended,Does the cooler have a humidity control feature or keep the humidity level constant at 70%
open-ended,how many 12 oz beer bottles can this fridge hold?
open-ended,Stopped washing can't open door?
open-ended,"Does this say ""Essick"" on the plastic outer body? Does it come in a genuine Essick retail package?"
open-ended,Should these be used with outlet covers or without? We have a home with standard receptacles and plastic covers that go into the slots now.
open-ended,what is the flow rate on this filter
open-ended,Does this filter have a handle or recessed handle to turn the filter and lock or unlock it. I can't see one in the picture.
open-ended,commercial gas range
open-ended,I have a GE Profile jgsp44ev3aa will it work?
open-ended,What is the proper handle to go with this basket?
open-ended,"What is the depth? The description give the length at 36 in, but what is the depth of the appliance? how far out of the wall will it stick?"
open-ended,what happens if you need to remove it?
open-ended,Our 1997 Whirlpool gentle cycle has failed. Which HE or old school agitator did you buy to replace Cabrio ?
open-ended,What is the BTU range?
open-ended,What is the pressure rating on this filter? Our water pressure can be over 100 psi.
open-ended,"Has anyone purchased and installed this as recirculating, and if so, how well has it functioned? Do you have to buy separate filters for it?"
open-ended,this part works for the washing machine model wcsr2090g4ww?
open-ended,I had the hood installed to be vented to outside. Air blows out the top vents. Very loud clicking on 3rd speed. ????
open-ended,Does this use regular or HE (High Efficiency) detergent?
open-ended,what about the noise level?
open-ended,My part # is 297366100 is this the right replacement part
open-ended,What are the overall dimensions of this range hood?
open-ended,does this come with a warranty? If so how does it differ from a new dryer?
open-ended,My fridge call for an IM-3 icemaker kit. I presently don't have an icemaker. Will this do the job or do I need other parts??
open-ended,What kind of material is it made of?
open-ended,How do I remove the glass covering the light to change the blub?
open-ended,"part 3149400 is same for whirlpool part number 311857, look same of"
open-ended,How often do you replace filters?
open-ended,does this unit have a vent or ventless
open-ended,Which oven rack will fit an old (good) Hot Point oven Model # RB747P?
yes/no,"If we order a large quantity, maybe 180 or 200, will you charge us less for shipping?"
yes/no,Is this walking foot for a jenome 9500 memory craft machine
yes/no,"Can you enlarge/decrease just one area? For example, I may want to just enlarge the hip area and not the waist or bust area."
yes/no,Are these oven safe?
yes/no,Would the coated varnish interior be a problem if I was using them to hold my encaustic paints on a heated palette of 225 degrees over several hours?
yes/no,Does this one can be used in the inner side of the glass face of the kitchen cabinets doors?
yes/no,is there a reason that it says it is 50 inches long? i think it's fifty feet long... mine is definitely longer than 50 inches
yes/no,will these work with the bernina 450 aurora?
yes/no,Was I suppose to get 12 gel food color and 12 airbrush colors?
yes/no,"Are the paper cards really only 3 and 1/2 inches square? That's what another comment says, but I can't believe they are THAT small..."
yes/no,Does anyone know how to set the alarm on this clock? I have never set the alarm before; can't find my instructions!
yes/no,Can I use these on black kraft paper?
yes/no,Can I use this walking foot in my Elnita225 machine
yes/no,Can this be used on the Brother SE400 in place of the embroidery foot to do machine embroidery?
yes/no,"When it comes time to refill, will I have to exchange out a nib to a chisel tip and refill that way?"
yes/no,"I need a device to hem jeans and men's pants, as I always have to pay $8-12 per pair each time I get new ones. Is this a permanent solution"""
yes/no,Does the die have two full butterflies? I purchased 657121 and it had one full butterfly and one half one with the design on.
yes/no,does it really take 1 - 2 months to be shipped?
yes/no,can you use this for buttons
yes/no,Is there a brush included?
yes/no,"The product dimensions are shown as 6.9 X 3.8 X 2 inches, yet the box is 2 1/8"" X 2 1/8 x 5/8 and the longest hand is a little over 3"". Does the 6.9"" dim include packing material, etc ? Thank you ."
yes/no,"Can I use digitized monogram letter files bought online (from Etsy, etc.) with this program?"
yes/no,It says that yards (36 inches at posted width) does it mean that if I were to buy 1 qty the size that I would receive is 36*60'' ?
yes/no,Can it sew leather?
yes/no,Will this fit on a babylock ellegante?
yes/no,do you think these would work on a canvas tote bag?
yes/no,My winder came with a rusty handle. Have others had this problem?
yes/no,does it cut bias strips for binding?
yes/no,Does this machine sew on knit fabrics? Thank you.
yes/no,I am having trouble with the tension on the lower thread. Have tried to adjust it manually but doesn't seem to work. It is on the DC 3050
yes/no,is it sticky on both sides?
yes/no,"I thought I had ordered 4 of these ,not sure what happened .Do you ?"
yes/no,Will this be heavy enough for curtains for the children's room?
yes/no,Can a second piece be ironed onto the back of the design to protect the wearer from scratches once the embroidery is done?
yes/no,I am not interested in embroidery but I just need a machine to sew my torn clothes. Can it sew jeans?
yes/no,"Are you able to print the block patterns with 1/4"" seam allowances for regular piecing?"
yes/no,"In addition to a walkway, I would like to make a patio area of approx. 10ft X 12ft. Can you use this same mold to do a large area like that?"
