questionType,question
yes/no,Is the stainless steel finish coated
yes/no,My kit had a horrible petroleum smell. Did anyone have this issue?
yes/no,"The front of the filter says it will fit Samsung DA29-00020A, will it also fit Samsung DA29-00020B?"
yes/no,Does this rack fit the GE Range JGB285?
yes/no,Is it possible to add fabric softener but avoid the power rinse?
yes/no,will this kit fit a whirlpool cabrio dryer wgd6400sw1?
yes/no,can it be used on celsius?
yes/no,Some dual fuel top burners will not light during a power outage due to a built in safety feature. Does this one have that safety feature?
yes/no,does this come with the cables and hoses?
yes/no,Is the trim on the front of the pan/drawer removable?
yes/no,can you actually wash and dry a king size comforter in this set? we've yet to find a set that does no matter how big the capacity
yes/no,Will this element work for a GE model #jbs23bb1wh ?
yes/no,Can this cooktop be used with a 10 quart stainless steel pressure cooker / canner? I'm concerned about the weight damaging the cooktop.
yes/no,does it have on/off switch;temperature measures in fahrenheit;measurements!
yes/no,this is the same part number as the one Sears says is the substitute for a Kenmore smart reach. Is this correct?
yes/no,will this work for amana model DRS2660BW MFG# PDRS2660BWO Serial# 10943532CE?
yes/no,IS this compatible with model number RFG29THDRS/XAA?
yes/no,"One thing says the depth is 18 inches one answer says the length is 18 inches. I need one where the lenght is 18 inches, is this what this one is?"
yes/no,Do they come with a stackable feature?
yes/no,"Will this fit a NuTone 663L/669L/""A"" Unit circa 1995? I can't tell from the Broan parts guide either. Thanks!"
yes/no,"Would this do to replace Part No BK22496-1S, low-water-pressure valve, which I can't find anywhere?"
yes/no,Will this work for the HE3?
yes/no,Will this fit model 110.47571601 Kenmore HE2 washer?
yes/no,WILL IT FIT MODEL BCM7309?
yes/no,Does the propane conversion kit come with it?
yes/no,"Does this unit have external sensors?if so how many,am looking for one to use specifically in a Greenhouse."
yes/no,Could someone please point me to the interior dimensions? I would like to confirm that there is enough height and depth in the fridge. Thank you.
yes/no,Would this filter work for my frigidaire frs6hr5hsb5 refrigerator?
yes/no,will it fit a Kenmore Refrigerator model #10677992791?
yes/no,Are the lights dimmable?
yes/no,Would one of you check to see if the wattage draw is on the label on the back of the machine?
yes/no,Will this work on a 555SS Insinkerator disposal that is jammed?
yes/no,Will this product fit a maytag model number mdb7600aww ?
yes/no,"My wash machine does not have a hot setting, is there any way to adjust this so that the ratio of hot water is more than cold?"
yes/no,will these range replacement knobs fit a tappan electric stove ?
yes/no,Does this run quietly?
yes/no,Do they work with the k-45 Keurig brewer?
yes/no,is this setup to be ventless?
yes/no,I just received mine. On the bottom center is a jagged edge where the plastic was cut. Does anyone else have this issue? Thanks
yes/no,Will this work on maytag model sde3606aym
yes/no,"does this work in kenmore model 106.56544400, serial SS3233581. If not do you have one?have"
yes/no,"Do the sides ""appear"" stainless/metal or is a painted gray like many other fridges? The side will show and I don't want gray paint, I prefer metallic."
yes/no,will this timer fit a whirlpool dryer md no LER7646EQ2 ?
yes/no,"I'm ordering one of those little washer/spinner things. If it's close to the water supply, is this flexible enough to fit in the small space?"
yes/no,Will this filter work with the french door fridge model #B26FT70SNS
yes/no,Will it remove fluoride?
yes/no,Will this work with the wm2350hwc model dryer?
yes/no,Is this a new color wheel for model wd 60738?
open-ended,"My valve reads Y-30128-35. Will this part work or will the two letters on the end prevent it? Also, they look just the same"
open-ended,Does this model turn off automatically after the cycle is finished? What improvements does the DDW1899BLS-1 (-1 at end) offer over the DDW1899BLS?
open-ended,I have Whirlpool model DU 1101 dishwasher which door seal do I need?
open-ended,What parts do I need to purchase separately to install this set? Do I need a power cord and dryer duct for the dryer? Do I need 2 washer hoses? Thks
open-ended,what temperature does it go down to celcius or farenheit? is it adequated for breastmilk?
open-ended,Where is it made?
open-ended,do you change/replace the whole unit or an insert? does it take 1/4 inch pipe to connect?
open-ended,Machine bounces around during spin cycle although it is levelled. Why and how can we stop this?
open-ended,Will this work with GE Model JGB920SEFSS? The GE website shows part number WB20X5050. But yours looks to be identical? Thanks in advance.
open-ended,How many bulbs need to be purchased for this range hood?
open-ended,"I just received this product and I notice there is no company logo, country of origin, or UL approval markings. Did I get a gray-market o knock-off?"
open-ended,Is the knife sharpener electric or manual?
open-ended,Will this work on a 30 amp breaker or does it need 40 amps?
open-ended,Matag Neptune washer bellow spring tool part number ?
open-ended,How fast will it fill an empty basket with ice?
open-ended,I need a new PTC sensor? what is the ohm spread on the PTC? water temp at 92 and control says 138 unit only 2 months old
open-ended,"What is the length of the rack? The product description says 35 in. but mine are only about 24 in. However, the model number matches up."
open-ended,What do I use since I have a culligan water softener that uses salt?
open-ended,"about the measures High, longer and wide?"
open-ended,what is the warranty of this item?
open-ended,How often does it need to be cleaned out?
open-ended,does this come with the spacer that is shown in several youtube videos? or do you simply slide it on after removing the duckbill grommet?
open-ended,cfm*
open-ended,My part # is 297366100 is this the right replacement part
open-ended,What size center to center of mounting holes.
open-ended,Can you tell me what the dimensions are on this unit. The details say 6x6x6.
open-ended,"What clear coat should be used, brand wise? Clear coat is usually for metal and we are talking about multiple types of material on the panel???"
open-ended,Will this work on a Kenmore coil range/stove? Will it actually prevent white area around the element from discolouration when canning?
open-ended,What are the measurements?
open-ended,"Will it fit in a 24"" opening? Does swing of door require extra space?"
open-ended,"Is this the entire heating element as pictured, or just the coiled wire part? Also is it a genuine part? thank you"
open-ended,"I am looking for an equivalent to a Kenmore Part. No. ADQ72910907, or the substitute ADQ72910902&hellip;would this be one?"
open-ended,Can the drawers be operated individually? Such as use dishes out of one and clean them in the other and reverse the process?
open-ended,What is the actual depth: 20 inches or 22 inches? The description shows both depths.
open-ended,This says it has built in water heater. Does that mean I don't need to use hot water? Do I have to hook hot water to it?
open-ended,Does the packaging that comes with this supply hose state that it is lead free? Does it meet CA Prop 65 requirements for lead free?
open-ended,"What are the exact width (outside) Product Description 20"" but Product Dimensions say 22"" Please give exact width please?"
open-ended,Is that for one or four?
open-ended,what broil element for GEmodel JBP24BY1WH electric range
open-ended,"we just purchased this washer and dryer set, and just unpacked the dryer today. but no power cable and no duck hose? is this right?there should be at least the power calble, right?"
open-ended,How long is the cord?
open-ended,"Is this an actual Maytag Brand? what is on your picture, is that what I am getting? I do not want a generic, Non-Maytag Filter."
open-ended,Do you really need to turn off the water supply to change the filter? Is this just a precaution?
open-ended,How many bottles of wine can it hold?
open-ended,Who make this bearing?High Quality Front Load Kenmore Washer Tub Bearing and Seal Kit Fits Tub W10253864
open-ended,How long does it take to run a load of dishes?
open-ended,"Is this the version with the rubber band + clamp, or the one with the threaded hook + nut? The small preview image on this page shows the threaded/nut version, but the large image shows the rubber band."
open-ended,what type of power cord
open-ended,what is the actual SHORTEST wash time? I do a lot of smaller loads and can't wait 45 minutes for them to finish. thank you.
open-ended,How easy is it to clean?
open-ended,"My old Waste King is ""hard wired"". Will this be a good replacement and how difficult will it be to make the connection?"
open-ended,We wash work clothes that have grease &amp; farm dirt on the jeans. How does the Speed Queen do on heavily soiled items?
open-ended,What size is this ?
open-ended,"Do you know if this will fit my Hotpoint oven model #RB787WH2WW? It looks like the one in my oven, but I want to make sure before ordering it. Thanks!"
open-ended,Could you tell me if the inlet and outlets are 3/8?
open-ended,"How long are the holes where the individual utensils go through? My utensils are large/1"" long at the bottom. Thanks!"
open-ended,How long is a normal wash cycle?
open-ended,what are the dimensions
open-ended,What is the wattage of each LED?
open-ended,Will it fit the latest GE w/french doors?-how many kits i need?
open-ended,"I understand there are 3 adjustable shelves inside, what does the door inside look like?"
open-ended,"The blue, not the purple are the real ones, right? Also, the labels of the purple misspelled ""Disposable"" as ""Disopsable"""
open-ended,The self cleaning cycle won't work on my Maytag oven. It shuts off after 10-15 seconds. Micro switch was replaced-didn't help.
open-ended,How many come in one order?
open-ended,What size is the output duct requirement?
open-ended,NEED PART FOR DC330AEW/XAA DRYER - PART # DC067-00180B
open-ended,Can these be used on a solide wall or only dry wall?
open-ended,how to fill washer with just hot water no clothes?
open-ended,"need to know how to change the electrical connection , ASAP for dryer motor 279827 going in a Kenmore 3976707"
open-ended,How long does it take to do a standard wash load?
open-ended,WORK FOR GE GFC530F
open-ended,What is the width rough opening?
open-ended,reduction in lead
open-ended,"What is the best way to clean the tubing that the water travels through, when ice starts tasting bad?"
open-ended,In the photo the cubes look white and cloudy. I want a clear clean cube. I am trying to avoid the ugly cloudy cubes. How are they?
open-ended,What is the pressure rating on this filter? Our water pressure can be over 100 psi.
open-ended,Anyone install this with round ducting in place in kitchen?
open-ended,"What is the size of the drying drum in cubic feet; in other words, drying capacity?"
open-ended,I need a Key to fit the Amana Upright Model - ESUF20JW Will this Key Fix or do you have one that will?
open-ended,"I have a 20"" electric Sunbeam apt. size stove with 3 small and 1 large drip pan (6"" &amp; 8""). These look like what's there but does anyone know if they'"
open-ended,how many cans of soda can i fit in the door shelves?
open-ended,"change size of ice cubes? if so, how"
